ref,pred,bleu
have a great lunch time with your students . , have to be in korea . ,0.4608636396914616
break with girlfriend before i go there . , i have to go . ,0.48301556221513736
go straight on and take the second turning to the right . , do you have . ,0.09569649651041094
have a nice time with your nephew . , have to be in my house . ,0.6337834876616586
have more consideration for other people . , you are very important . ,0.4482700320176827
cross the street at the traffic lights and turn right . , do be there . ,0.12287673380733741
i don t know why he is looking for me but i won t go . , i don t have to do . ,0.12213469535678725
i think i get a day off every two weeks but i m not sure . , do you be . ,0.035204773658314856
our offices is not good for tours actually . , do there is . ,0.24092085663272753
i am sorry but i do not have the receipt . , you are . ,0.052796005801316395
i don t want my uncomfortable mind to ruin our trip together . , i have to do . ,0.17769149510481475
therefore i don t feel confident that i will do well . , i do there . ,0.1259436721879507
in our country cats don t stay in . , the is is . ,0.2025894847023147
don t you think your acting was weird ? , do you want ? ,0.24092085663272753
isn t it refreshing just by looking at this picture ? , do you ? ,0.052796005801316395
do you know which airport we have to go to ? , do you ? ,0.05842838505271014
i named it after the moon in the sky . , do you have . ,0.15777684932819508
gapyeong is a famous tourist destination in korea . , do the most is . ,0.35733817274964674
my address is one zero three eight zero linda . , do our is . ,0.18762935180380186
just go to any university campus in the world . , do there is . ,0.15777684932819508
this summer and winter and maybe next year too . , i will be . ,0.15777684932819508
this was the first letter that my son gave me . , you will be too . ,0.20142070913129906
that was same in the foot baseball as well as race . , you are . ,0.037829991229878616
the same is true of local governments . , do there is . ,0.30934850332660563
everyone suffers from parting but they get better soon . , do not do . ,0.15777684932819508
so if something go inside this is gone . , do you have . ,0.2025894847023147
stick to what your group has decided . , you are not . ,0.2601300475114445
and i should keep the promise with my mother . , i have to have to work . ,0.476273899703797
she achieved her goals written on her diary . , they are still . ,0.2025894847023147
hold the foremost position of geography . , you are too . ,0.33401359264888447
secondly maintaining good relationships with others . , you are . ,0.20029051217596075
swimming is forbidden for saving your precious life . , you are very very good . ,0.38753858253732953
that ingredient prevents skin from aging . , you are . ,0.20029051217596075
smartphone only depend on smartphones . , do you are . ,0.42888194248035344
they make a living by selling this magazine . , they are very in korea . ,0.4608636396914616
dating in the park creates a comfort atmosphere . , is the most in korea . ,0.510029457493824
i clearly recognize where and what the thing is . , do you are . ,0.15777684932819508
that much the role of designer is important and great . , are the most important . ,0.2650845609581655
you are the half of my memories that i cannot forget . , you are not to do . ,0.20687381245863395
it prevents poverty by sharing the . , do our company . ,0.33401359264888447
direct communication prevents the misunderstanding . , you are . ,0.27952792741962756
they keep very strictly . , do you have . ,0.5506953149031838
in contrast itaewon gathers customers regardless of seasons . , do there are no problem . ,0.38753858253732953
do not sail outside of the designated area . , the is is the . ,0.35733817274964674
this prevents potatoes from . , do there s . ,0.5506953149031838
do not squeeze or the product on purpose . , do you have . ,0.24092085663272753
we talk about our and rely on each other . , do you have to do . ,0.3280443278078623
therefore the brain continuously stays awake . , you are not in korea . ,0.5408536609893481
use of the design is strictly prohibited . , do there are . ,0.2601300475114445
it senses feelings that are instantly felt in everyday life . , my is is important . ,0.20142070913129906
conversations are cut off and the mood looks bleak . , do you have . ,0.15777684932819508
he always the conversation . , she will do not . ,0.668740304976422
he always jokes but gets serious about his work . , do he is not . ,0.2925637512788283
a raw octopus moves even after sliced . , do you have to work . ,0.45782273986766686
because you are young you have to remain your long hair . , i have to do . ,0.15346542276007952
getting into qatar airline for example . , do you have . ,0.33401359264888447
according to your thoughts we broke up . , do you are . ,0.2601300475114445
does your company provide promotion by merit ? , do you ? ,0.14351442318493668
this picture reflects my feelings . , you are not . ,0.42888194248035344
i ve already sent two pictures . trust me i just took them . , do you have . ,0.05804285916064727
this photo was taken during my travel to the philippines . , i do there to be . ,0.3302232277439296
this is the photo i have on my wall . , i have to do . ,0.22894350790744533
this is the best picture in paris . , the is is there . ,0.48301556221513736
the photo is the first shot with my friend . , you are very very in korea . ,0.4004970149398301
it s really exciting to play computers in big monitor ! , do not have a lot . ,0
people are in a parade wearing hanbok . , is the most . ,0.2601300475114445
this coffee is too strong to drink as it is . , is is important . ,0.1617148761603177
i was too tired and exhausted last wednesday . , i will be too . ,0.3954596950007842
i will have a job after graduation . , i have to do . ,0.48301556221513736
you ll feel better after watching the movie . , i have to be . ,0.3004843884984905
i will get smaller and will be disappeared . , i have to do . ,0.35733817274964674
when you get older you would be stronger . , do you are . ,0.24092085663272753
it will disappear once we become adults . , we have to do . ,0.43645382979233377
if we were in a relationship my sister would have hard time . , we have to be here . ,0.261857854688235
i will take care of everything when you visit here . , you are not . ,0.14612588611198102
what event will be facing us this year ? , do you ? ,0.10283257773094409
today what is happening in lego city ? , do you want ? ,0.2601300475114445
i feel bad now but i will feel better after eating something . , do you have to do . ,0.19896894256029013
our relationship will get better if you keep the promise . , you are not . ,0.14612588611198102
it s gonna be cool i ll be living in seoul . , i do there . ,0.11380295453101374
the noise from the next room annoys me . , i have to be . ,0.3004843884984905
chinese people coming to korea to earn money do crimes a lot . , do you have to be in korea . ,0.4500994164652013
if you got all the materials start chopping the vegetables . , do there are a problem . ,0.27768352844338134
a government policy fuels this situation . , do there are . ,0.33401359264888447
are the rates different for different kinds of cars ? , do you have ? ,0.15777684932819508
if i stay a long time is the rate cheaper ? , do you have to do ? ,0.27768352844338134
when do you feel most comfortable ? , do you ? ,0.22165788851265286
they re on that shelf so hand me what you like . , don t have to do . ,0.23505403213046533
i work on weekdays and now i m home after work . , i do there . ,0.11380295453101374
we are hiring an indonesian who can speak korean . , do you have . ,0.15777684932819508
i m collecting sample bottles from all over the world . , are the most in korea . ,0.3302232277439296
we recruit volunteers from each asian countries . , you are very important . ,0.3670124608961283
and josh showed us a few pictures that he gave training to us . , do there is . ,0.05804285916064727
the and honesty is a property of his character . , i have to be . ,0.24601580968354606
the cream is cream and it is very sweet . , you are . ,0.07368276169123442
a circle stands for concord and a blue stands for trust . , do not have to work . ,0.23505403213046533
it is the best symbol of korea s development . , do the most is . ,0.3237750138999811
the white new moon means islam religion . , is is . ,0.14351442318493668
it represents human s respect towards the unknown world . , the is the problem . ,0.2925637512788283
land summer things and the west . , do you are . ,0.33401359264888447
moon winter wisdom and the north . , my is is . ,0.33401359264888447
sky spring and the east . , do you are . ,0.42888194248035344
sun fall courtesy and the south . , the is is . ,0.39721134088567395
the background is red happiness and joy . , you are not . ,0.2601300475114445
it represents your and overwhelming passion . , you are very . ,0.33401359264888447
how much are your country s coins ? , do you want ? ,0.2601300475114445
i hear there re many lawyers in the u .s . is it true ? , do you have a problem ? ,0.14256747717620566
my german is not good enough to understand it . , you are . ,0.07368276169123442
and i made a plan to trip with my friend . , i have to do . ,0.2650845609581655
our house is the fifth on the right . , i have to do . ,0.3004843884984905
it s and manchester is third . , do there is . ,0.39721134088567395
what if you screw up going way ahead of yourself ? , do you ? ,0.0627853857426504
what if get caught by ? , do you want ? ,0.42888194248035344
how can you make delivery without asking about it to me ? , do you have to ? ,0.2170328822226251
go straight one block and turn left . , do there is . ,0.2601300475114445
but this is a very nice bracelet . , i have to do . ,0.3670124608961283
take many pictures before going korea . , do you have to work . ,0.5408536609893481
take a picture with us for the last time . , you are it . ,0.15777684932819508
lastly we took a photo for celebrating our first date . , you are very very . ,0.20142070913129906
this picture was taken at my friend s wedding . , you are too . ,0.15777684932819508
moreover the traffic jam of seoul is terrible . , do there is it . ,0.35733817274964674
but swimming in the sea surrounded by jellyfish is terrible . , i do there to be . ,0.27768352844338134
whatever the test is test is awful . , do there is it . ,0.43645382979233377
will get fat because he is eating too much ! , you are very important . ,0
i will get fat if i eat this at this time . , i do you be . ,0.1961113472255835
i don t feel right unless i brush my teeth after eating . , do you are . ,0.07452850641949799
then the ocean would fill up with junk . , the is is . ,0.24092085663272753
it s time to the sweet pumpkin ! ! , you are going . ,0
i know i am out of my sense when you are in rush . , you are not . ,0.05804285916064726
is this right train to go to london ? , do you have ? ,0.2025894847023147
yes so i have feelings of joy and sorrow . , you are . ,0.07368276169123442
about twenty minutes are given at rest area . , do there is . ,0.2025894847023147
excuse me sir but does the subway stop at ? , do you want ? ,0.15777684932819508
the truth is that i will arrive in korea from cambodia . , do you have . ,0.09569649651041094
i am heading to korea today and will be arriving on wednesday . , i have to do . ,0.17769149510481475
install it when the lense is connected . , do you have . ,0.2601300475114445
i will arrive late because i went on a picnic from a school . , i do there . ,0.06902498108894259
the package will arrive at the incheon airport tomorrow . , do you have a house . ,0.3280443278078623
subway arrives fast at the destination . , do there is . ,0.33401359264888447
if i fall asleep i will be at shanghai . , i have to do . ,0.2925637512788283
lately i come home almost at midnight . , i do my best . ,0.43645382979233377
i will arrive in manila next friday . , i do there to do . ,0.5444460596606694
asia in the world and huge dynamic scene has been captured . , is the most in korea . ,0.30934850332660563
my wife will arrive by next flight . , you are too . ,0.2601300475114445
i thought that filipinos people are pure and kind . , do the most is . ,0.24601580968354606
after half an hour taking a bus i arrive at school . , do my best . ,0.09569649651041094
and when the bag is burning in art love arrives . , is the most important . ,0.2650845609581655
express mail is guaranteed to arrive by tomorrow . , you are . ,0.10283257773094409
it s one more to our destination . , do there is it . ,0.43645382979233377
open your bag completely and place your pet inside . , do you have to work . ,0.3280443278078623
stick one chip each time you throw the waste away . , do there is it . ,0.20142070913129906
ground coffee and set it on the machine . , do you have . ,0.2025894847023147
the product will arrive in korea by air . , do the problem . ,0.24092085663272753
then one day the boy receives a video message . , we are very very good for this . ,0.4630777161991027
on the other hand the was poor but kind . , do there are . ,0.15777684932819508
without any traffic jam we ll arrive by evening . , do you are . ,0.15777684932819508
second we obtain ad orders and attach to our handcarts . , do is not . ,0.12287673380733741
it normally takes around one week to arrive . , you are too . ,0.2025894847023147
my plane arrives at nine o clock on the dot . , you are . ,0.052796005801316395
this train will get to shinjuku at eleven thirty . , the is is . ,0.15777684932819508
contrary to her appearance she is really . , are is there . ,0.30934850332660563
express delivery mail is delivered faster than regular mail . , do you have . ,0.15777684932819508
if you get on that you ll arrive at east station . , i do there . ,0.09569649651041094
when will a letter reach osaka if i post it now ? , do you have to ? ,0.16490932887256968
when will this be delivered by ordinary parcel mail ? , do you have to ? ,0.24601580968354606
what time does the train arrive in london ? , do you have ? ,0.2025894847023147
what time will the next train arrive ? , do you have this week ? ,0.45782273986766686
i just got back home from my military training . , you are going to korea . ,0.3280443278078623
i arrived early because it s an important class . , you are too . ,0.15777684932819508
i have founded out that your doll has arrived in france . , you are very important . ,0.16490932887256968
i just arrived home after meeting a friend of mine . , i have to go . ,0.23953094040783438
cocoa safely arrived at our house . , you are going to korea . ,0.5408536609893481
had the shipment arrived in already a few days ago ? , do you ? ,0.052796005801316395
my friends compliment my english pronunciation . , do my lives . ,0.39721134088567395
maybe i can eat this about once a month or so . , do there is it . ,0.16490932887256968
will you be okay to have a girlfriend busy studying ? , do you have ? ,0.1617148761603177
but still there is falling technique so it will be fine ? , do you want ? ,0.09569649651041094
is it ok to change with your computer ? , do you have ? ,0.2025894847023147
but there is no concept and is it okay ? , do you have ? ,0.15777684932819508
is it okay to take the online quiz in korea ? , do you have ? ,0.12287673380733741
this beef is very nice and tender . , i do there . ,0.2601300475114445
i should take a shower but i feel so lazy . , i have to have to do . ,0.4128713178810563
it is alright for me to keep speaking in korean . , i do not work . ,0.20142070913129906
you don t necessarily have to buy it unless you need it . , don t have to do . ,0.23661528215726477
i m fine because i slept early last night . , i will do . ,0.18762935180380186
it is okay if you have a boyfriend . , i have to do . ,0.35733817274964674
i m ok next wednesday dinner time . , you will do . ,0.2601300475114445
if it is a burden to you you don t need to do it . , don t t you like . ,0.13483199525614828
it s okay if you come with your friend . , do you are here . ,0.2925637512788283
it s okay that i set the machine silent . , you are very important . ,0.24601580968354606
yes if you like tracking you can take the ship to . , don t you . ,0.11380295453101374
sandwiches are good for lunch today . , i have to be married . ,0.5408536609893481
it s alright other than cold weather . , do you have been . ,0.3670124608961283
i am okay from tuesday to friday on next week . , you are here . ,0.12287673380733741
you can put your hands on your shoulder . , i do not . ,0.2025894847023147
it is alright that you study in australia . , you are . ,0.12228923309170908
i t before but i am fine now . , i have t . ,0.26662275611415287
it s okay because i m in new zealand already . , i have to do . ,0.23953094040783438
it is okay to enter the dorm after drinking out of there . , you are going to a house . ,0.310263420349682
if it s a tuesday i m free for the moment . , do you have . ,0.09569649651041094
it s nice to be able to speak in english once in a while . , don t are it . ,0.1076281893274762
as far as i know everything is okay . , you are . ,0.10283257773094409
as long as they suit me both are fine . , don t have . ,0.15777684932819508
the beef stew is especially good at that restaurant . , do you are . ,0.15777684932819508
thank you for your concern but i m all right . , thank you is possible . ,0.18744309064137757
it s okay if it gets rid of your stress . , i have to do . ,0.20142070913129906
i m free except wednesday and saturday . , i do my best . ,0.43645382979233377
is it okay that i know a little english ? , do you have ? ,0.15777684932819508
are you free anytime between tuesday and sunday ? , do you do ? ,0.24092085663272753
i want talk to you through kakaotalk is it ok ? , do you want to do ? ,0.392703811972245
do you mind me smoking in this room ? , do you have ? ,0.20258948470231466
would you mind calling again tomorrow ? , do you ? ,0.23818690214719165
anyway does your friend okay who is in a hospital ? , do you have ? ,0.12287673380733741
is it okay if i take a taxi together with you ? , do you have ? ,0.11380295453101374
i have a dream but will i be alright ? , do you want to ? ,0.24601580968354606
would it be okay to inform you around next tuesday ? , do you ? ,0.0627853857426504
sometimes isn t this kind seafood rice cake all right . , i do not . ,0.12287673380733741
have an insight into the happening . , do there are . ,0.33401359264888447
please refer to the attached file . , do you have to work . ,0.6431870218238024
be patient because it is the weekend tomorrow . , i have to do . ,0.3004843884984905
i m miserable because everybody around me makes fun of me . , i do there . ,0.11380295453101374
he rarely professor johnson s lectures . , do he is not . ,0.5330859115179258
i m sorry but it s fully booked until the end of this week . , i have to do . ,0.1076281893274762
this shop is full of japanese products . , the is is . ,0.30934850332660563
yes i got in the face but i gave him a kick . , i have to do . ,0.16056239100113953
my date is one of hyesung s middle school friends . , the is the most . ,0.23953094040783438
today is too sunny because it rained yesterday . , i will do my week . ,0.38753858253732953
i can t find the chocolate milk i bought for my baby . , i will do my family . ,0.261857854688235
if you visit korea don t forget to find me . , you are not too too . ,0.3302232277439296
if your mind changes look for me again . , you are . ,0.10283257773094409
find someone that suits your style . , you are too . ,0.33401359264888447
how can i find a famous restaurant ? , do there are no problem ? ,0.45782273986766686
everybody please look for my contacts . , you are too . ,0.33401359264888447
i found the photo at hong kong today . , i do to do . ,0.35733817274964674
today i found where you live on a map in the bookstore . , i have to do . ,0.16056239100113953
there is more than one place but i have not found it yet . , you are not . ,0.06902498108894259
i take a walk in the park every sunday . , i have to do . ,0.2925637512788283
yes i jog with my dog every morning . , we are not . ,0.2025894847023147
i packed up burden for travel until now . , i have to do . ,0.35733817274964674
i breaking heart is something even doctors cannot cure . , do there is it . ,0.2925637512788283
in kamakura near kamakura . , do there is it . ,0.668740304976422
it s awkward when you don t have toilet paper after you . , do there is no problem . ,0.19896894256029013
i act aggressively without avoiding the problem . , you are not . ,0.2601300475114445
the police are cracking down on traffic violations . , the is is . ,0.24092085663272753
arrival is at incheon harbor instead of busan harbor . , you are not . ,0.15777684932819508
if you want to watch a touching film i recommend this one . , i have to be in korea . ,0.3433629176453739
i recommend you to travel to singapore . , i have to be . ,0.48301556221513736
if you come to korea i will recommend this building . , you are not . ,0.14612588611198102
we recommend cool clive indoor dating today . , the is is in korea . ,0.45782273986766686
i do recommend you this if you want to have your own style . , you are too . ,0.06902498108894259
i recommend the festival which cosmos in guri . , i have to do . ,0.35733817274964674
i recommend you to make sandwich with this recipe . , i do not . ,0.18762935180380186
i recommend classical music or calm . , i have to be a lot . ,0.7311104457090247
we recommend to come together as families . , you are in korea . ,0.3670124608961283
i recommend her since i think she is enough to be a manager . , do there are it . ,0.11054202892156728
in this case i recommend you use scrubs once a week . , do you have . ,0.11380295453101374
i recommend the song father by in soon lee . , i do not . ,0.18762935180380186
i recommend you to experience this place . , you are . ,0.17066837315703817
i recommend the fried ginseng sold at the franchise store . , do you are too . ,0.20142070913129906
i recommend this restaurant to you professor . , do there is it . ,0.3670124608961283
i suggest you to see this movie in imax . , this is this problem . ,0.2925637512788283
i recommend watching it if you have not seen it . , don t have to do . ,0.3302232277439296
i recommend that it s healthy food . , do there are . ,0.2601300475114445
i recommend kyung bok palace to you . , i have to do . ,0.48301556221513736
i recommend expressing only . , i have to do . ,0.7952707287670506
i recommend others who can translate better than me . , do many things . ,0.15777684932819508
i recommend you to go the general hospital . , do you have . ,0.24092085663272753
we make recommendations of products that would fit you . , do you have . ,0.18762935180380186
i recommend a better room for you . , do you have to work . ,0.5444460596606694
i would like to recommend you to come here once . , i have to do . ,0.2650845609581655
i recommend jeju island on your trip . , i do not work . ,0.43645382979233377
i recommend you to go to the haeundae at night . , i have to do . ,0.2650845609581655
i recommend you to visit the place on a chilly day . , do you have . ,0.11380295453101374
i recommend you to drink a cup of tea in this winter . , you are in the most in korea . ,0.4188647040415359
so i recommend you to use low cost airlines . , i have to do . ,0.3237750138999811
so i recommend you to visit at any cost . , i do there . ,0.18762935180380186
so i recommend you to visit baseball stadium at your . , do you have been a lot . ,0.4128713178810563
if you mind eating it raw try this with sauce . , do you have been . ,0.23953094040783438
i highly recommend sea cumbers to those who love seafood . , do people t have . ,0.20142070913129906
so i recommend you to wear sunglasses while traveling . , do there are . ,0.15777684932819508
i recommend gyeongju as a date course in korea . , do there s the best in korea . ,0.2846946938149361
i recommend you to eat pasta if you get to travel italy . , we will be in korea . ,0.19896894256029013
it is recommended to choose the same color . , do there is it . ,0.3954596950007842
i recommend to buy mask as a souvenir when you visit korea . , you are in korea . ,0.12564686114779072
it s recommended for friends family or couples . , you are too . ,0.2025894847023147
i recommend watching korean dramas with korean subtitles on . , i have to be in korea . ,0.476273899703797
so we recommend to use it maintaining current status . , do you have . ,0.15777684932819508
i strongly recommend you to watch this movie . , i do this is been . ,0.510029457493824
and it has successfully practiced after concerns . , i do not . ,0.2601300475114445
by subway if you want to save time . , don t are not . ,0.3004843884984905
korean people are very passionate about shopping . , my is is there . ,0.3670124608961283
what i did last week was cleaning my home . , i have to do . ,0.2925637512788283
is it a battle or judge invitation ? , do you have ? ,0.2601300475114445
i ask you to check if it is correct exactly . , you are not . ,0.14612588611198102
in order to ensure my memory i request a contract document . , you are in the best . ,0.27952792741962756
to move one singers will be invited at festival . , do you have . ,0.15777684932819508
i will request an order for quotation . , have to be . ,0.2601300475114445
once again we request for the immediate solution . , we will do it . ,0.35733817274964674
we ask for the correction of a negative feedback you wrote . , you are . ,0.044987694731062185
i request a patrol in order to conclude for the punch . , do you have . ,0.09569649651041094
i request after revising the content . , the is is . ,0.39721134088567395
i ask for your faithful and reliable response . , do you have to do . ,0.38753858253732953
if you can supply i ask for the estimate and sample . , do you have to be . ,0.27952792741962756
i cancel the order of two items i purchased . , do you have to work . ,0.3280443278078623
i request an investigation for the figure skating competition . , i have to be in korea . ,0.476273899703797
i m sorry but i request to cancel the issued the ticket . , i have to do . ,0.17769149510481475
i request for a landing at kimpo airport . , you are in korea . ,0.3004843884984905
and we ask quotation for the two products . , do you have to do . ,0.38753858253732953
we request a new design of the package . , do you have . ,0.2025894847023147
we demand a load by this week . , we are there . ,0.30934850332660563
i am asking for authorization to tom on this project . , do you have to do . ,0.3302232277439296
due to personal reasons i request to cancel today s class . , i have to do . ,0.2170328822226251
we do not have enough time so we are requesting air . , you have to be good . ,0.27952792741962756
i request revised pictures for the attached file . , do not have to work . ,0.38753858253732953
i would like to get a reply as soon as possible . , you will be in korea . ,0.23505403213046533
the call center worker requested me for the order number . , you are this . ,0.12287673380733741
please help him arrive at the school from central station . , do you have . ,0.12287673380733741
if you have a plan i ask for your consultation . , i have to do . ,0.2650845609581655
i m sorry but i d like to ask you to refund this product . , i will do not work . ,0.16954225822593183
i ask you for the information about . , do you are . ,0.30934850332660563
we request the exchange of the machine . , do we have to work . ,0.5444460596606694
i also request for the data hanging on your store s wall . , you are in the company . ,0.23661528215726477
i request a design change of chemical . , do you have . ,0.2601300475114445
i d gently like to request your company s reply . , you are not . ,0.12287673380733741
i strongly ask you to change the employee . , i have to do . ,0.3954596950007842
require to draw up favorable policy . , do our problem is . ,0.4482700320176827
but you order additional ships for emergency every week . , you are . ,0.08762406445626589
i ask you to use the thing shipped with this . , do there is the problem . ,0.3302232277439296
i officially request for addition of personnel . , do there is it . ,0.3670124608961283
let s invite your parents in korea later . , i do not . ,0.2025894847023147
we are in february making the completion of the request . , do you have . ,0.12287673380733741
and i want to ask police to inspect around the site . , i have to be in korea . ,0.3960914423407551
i request to upgrade my mail . , i have to do . ,0.5899565399238539
patients request for remedy easier than past . , do not have to work . ,0.45782273986766686
this font is not right for here so i ask you to correct it . , do there is . ,0.053756709323557396
i asked for a taxi ride according to my flight schedule . , do you have a lot . ,0.27952792741962756
please send us your flight log file analysis data . , you will have a company . ,0.3280443278078623
so i watch american tv shows on the weekend . , i have to go . ,0.2925637512788283
ask for a repair by contacting the service company . , you are not in korea . ,0.3280443278078623
i m requesting a quote for the following list . , you are this . ,0.15777684932819508
i will request description for two questions . , you are not . ,0.2601300475114445
i am politely asking you to take this class . , you are . ,0.08762406445626589
i hope to get quick reply from you . , i have to do . ,0.3954596950007842
i m asking you for the tracking number of my ordering . , you are it . ,0.11380295453101374
please inform us one month before at least . , i do there . ,0.2025894847023147
please let me know the name and contact number of the manager . , do not have a new year . ,0.260899397956404
so we re requesting you for only what we can share with them . , do there is . ,0.05804285916064727
we need a microwave a hot pot and a bed guard . , do you are . ,0.09569649651041094
we request that this normal product to be available for sale . , do this is in korea . ,0.27952792741962756
we suggest you to supply products at a lower price . , do you have . ,0.14612588611198102
i m asking for your help because i m really desperate . , i have to do . ,0.1961113472255835
please give me appropriate explanation for this . , do this is . ,0.30934850332660563
i request the invoice for ordered yesterday . , you are too . ,0.2601300475114445
i respectfully request lee . , you are . ,0.39011264866539486
please send the sample again or please refund the sample fee . , we will do there . ,0.16490932887256968
we ask for refund for the money we have sent you . , we will have to be . ,0.30934850332660563
sorry but we request you to do remote support again . , i don t have . ,0.20142070913129906
your office address is required to send this document . , you will be going to korea . ,0.476273899703797
i didn t use this code and i request for refund . , do there s . ,0.09569649651041094
i request more details about the project i have to work on . , do you have to work . ,0.1582341759519314
apply a vehicle for new route or a route without a vehicle . , are there is possible . ,0.13501633901742352
we ask for your great help this year . , i have to do . ,0.3004843884984905
i signed up and am requesting as a test . , i have to be . ,0.2925637512788283
how can i request a refund if i can t even speak korean ? , do you have been ? ,0.11054202892156728
i requested you to get a test of the child . , we have to be very important . ,0.4128713178810563
mom and dad are forced to know the natural color change ! , you are very important . ,0.16490932887256968
i replace the existing bulb to a new one . , you are very important for me . ,0.4004970149398301
chew your food well or you ll get . , you are not . ,0.24092085663272753
teach me the sentence which is needed for living . , you are not . ,0.15777684932819508
please correct me if i say it wrong . , you are . ,0.10283257773094409
if i talk in an odd manner please correct me . , you are . ,0.052796005801316395
tell mother how to find the money from the bank . , do you have a lot of time . ,0.40866465020165643
please correct my writing if my english writing is incorrect . , do you have to be in korea . ,0.40866465020165643
minions got weary as they had no to follow . , i have to do . ,0.2925637512788283
many people got injured by the typhoon . , the is is important . ,0.43645382979233377
i missed a taxi three times in wolmido . , the is is there . ,0.3004843884984905
the prince who didn t like the princess face ran away . , you are not . ,0.09569649651041094
i played a badminton with father on weekend . , my sister are . ,0.2025894847023147
luckily the rain stopped when i went out . , do you have . ,0.2025894847023147
my flight was delayed and i missed a connecting flight . , you are going to korea . ,0.27768352844338134
kuhn was scared and he escaped down the stairs . , do there are . ,0.15777684932819508
i had eight eight and two . , is is . ,0.20029051217596075
i the turkey while roasting it . , do there are . ,0.33401359264888447
i put my whole soul into this work . , i do not have . ,0.35733817274964674
and i should know how to live my own life bob . , do there is . ,0.09569649651041094
i just ruined the photograph we took the other day . , i have to do . ,0.23953094040783438
yes i m now crazy about tropical fish . , i are there . ,0.24092085663272753
susan made it perfectly clear that she disliked me . , they are not like that . ,0.39011264866539486
the teacher spread a map on the desk . , the is in the family . ,0.510029457493824
mother dedicated her life to saving the poor in india . , do the most is . ,0.23953094040783438
sometimes people are crazy about them . , do there are . ,0.39721134088567395
i m exhausted from the long ride on the crowded train . , do you have a lot for time . ,0.36064528799877893
he put on a thick jacket over his . , we are this is . ,0.3004843884984905
she dedicated her life to helping the poor in india . , she is not to . ,0.2650845609581655
the typhoon swept through the region . , do there . ,0.20029051217596075
the flash flood swept through the area . , do our is . ,0.2601300475114445
that movie sent chills up and down my spine . , the is is . ,0.15777684932819508
but you always invite us to that place . , i have to be very important . ,0.5494128986804837
i am becoming more and more nervous and anxious . , i have to do . ,0.2925637512788283
every additional negotiation is based on the basic rate . , do this is . ,0.18762935180380186
i contact with the person using a computer every day . , i have to do . ,0.23953094040783438
he me to write him a letter often . , he will be . ,0.24092085663272753
when you are stressed sweets are the best . , you are too . ,0.20258948470231466
music is the best way to comfort tired body and soul . , do you have to work . ,0.27952792741962756
i guess it s just spanish cuisine . , my is . ,0.14351442318493668
the next winter olympics will be held in pyeongchang . , you are this . ,0.15777684932819508
a party will be held at school tonight . , do my day . ,0.2025894847023147
look those young people are dancing . , the is . ,0.20029051217596075
when you adjust your sight hit the target fast . , you will be very . ,0.2925637512788283
to wash whites just turn the dial to here . , do you have . ,0.15777684932819508
i m in korea now but the weather is so cold . , i have to be in korea . ,0.2719520463054227
we had our first snow in seoul here and it s very cold . , the is important to korea . ,0.16842357369809585
well the north and the are especially cold . , it is very important . ,0.3004843884984905
and it was too cold because it was winter ! , is the best time . ,0
so i recommend this film for watching with your family ! , you are going to korea . ,0
i strongly recommend this movie to you . , i do not . ,0.30934850332660563
i recommend that picture as your profile picture . , do you have . ,0.2025894847023147
in my house my husband saves money . , my is is . ,0.30934850332660563
you should open a new bank account and save your money . , you are very important . ,0.1961113472255835
the air conditioner is cool but it is very wet . , the is is there . ,0.28485189859628945
it the cooking time than a normal pot . , do there is it . ,0.35733817274964674
now stand still please until i get you in focus . , do you are . ,0.14612588611198102
if you have plans shall i fit into your schedule ? , do you have ? ,0.12287673380733738
when are you going to depart for your parents place ? , do you have to korea ? ,0.3654520756092885
what does your country export to japan ? , you are ? ,0.14351442318493668
just withdraw the money that you want little by little . , you are very good . ,0.23953094040783438
we calculate the arrival time of tenants through the mobile . , do you have . ,0.12287673380733741
i am attaching the document you requested . , you are not . ,0.30934850332660563
and submit an id card and other documents . , you are too . ,0.2025894847023147
i because there s a few corrections on the paper . , you are very important . ,0.20142070913129906
i translate into korean and submit to the ward office . , do there s a problem . ,0.27768352844338134
and then he saved other captured people with friday . , you are . ,0.07368276169123442
collect all the trash and take them out . , do you have . ,0.2025894847023147
i am submitting materials to amazon . , do there is it . ,0.4482700320176827
this is a fabulous dance in korea recently . , do there is . ,0.24092085663272753
which is colder the or ? , you are ? ,0.27952792741962756
which is colder new york or chicago ? , do there are it ? ,0.3670124608961283
it is a little cold due to wind today . , you are too . ,0.15777684932819508
does this elevator stop at all floors ? , do you have ? ,0.2601300475114445
it is enough of you being always with me . , you are not to do . ,0.39011264866539486
guess what i heard about and . , i have to do . ,0.5330859115179258
yes i was good dancer when i was child . , you are too . ,0.15777684932819508
after a long while a beam of sunlight in the cave . , i have a good time . ,0.27952792741962756
the car in front of me stopped suddenly . , my is the philippines . ,0.35733817274964674
your ball stopped two inches from the cup . , are it is very important . ,0.38753858253732953
my hobby is riding a bicycle and taking pictures . , i have to do . ,0.24601580968354606
i am a senior on highschool soon i will get a job . , i have to go . ,0.16056239100113953
i stay at hotel and take break in monday . , you are going . ,0.15777684932819508
i exercise adequately and eat good food . , i have to have time . ,0.5444460596606694
on the plane one can be drunk quicker than on the land . , you are too . ,0.07452850641949799
we individually take rest on saturday morning . , you are there . ,0.2601300475114445
i get drunk if i just smell alcohol . , don t have to do . ,0.38753858253732953
